"Rank","StoreIndex","MappingIndex","Name","Bytes","MiB","Family","ProposedVerdict","Reason","ProofGate"
"143","190","95","System.ObjectModel.dll","76624","0.073","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"144","446","223","System.IO.Ports.dll","75048","0.072","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"145","448","224","System.Management.dll","74024","0.071","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"146","202","101","System.Reflection.DispatchProxy.dll","72488","0.069","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"147","434","217","System.DirectoryServices.AccountManagement.dll","69416","0.066","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"148","78","39","System.Diagnostics.TextWriterTraceListener.dll","64808","0.062","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"149","470","235","System.ServiceModel.NetTcp.dll","64072","0.061","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"150","176","88","System.Net.WebHeaderCollection.dll","60200","0.057","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"151","358","179","mscorlib.dll","59688","0.057","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"152","330","165","System.Web.HttpUtility.dll","56616","0.054","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"153","370","185","System.IO.Hashing.dll","56160","0.054","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"154","258","129","System.Security.AccessControl.dll","55080","0.053","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"155","376","188","Json.More.dll","54272","0.052","PWSH_AUXILIARY","REMOVE_OR_OPTIONAL","Help/markdown/schema convenience cargo.","Core help, formatting, and console receipts without it."
"156","428","214","System.Diagnostics.EventLog.dll","54096","0.052","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"157","430","215","System.Diagnostics.PerformanceCounter.dll","53072","0.051","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"158","418","209","System.ComponentModel.Composition.Registration.dll","50472","0.048","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"159","354","177","System.dll","50472","0.048","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"160","508","254","ru/Microsoft.CodeAnalysis.resources.dll","50448","0.048","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"161","12","6","Microsoft.Extensions.Hosting.Abstractions.dll","48976","0.047","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"162","256","128","System.Runtime.dll","45904","0.044","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"163","72","36","System.Diagnostics.FileVersionInfo.dll","45864","0.044","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"164","224","112","System.Resources.Writer.dll","45352","0.043","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"165","500","250","ja/Microsoft.CodeAnalysis.resources.dll","44848","0.043","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"166","496","248","fr/Microsoft.CodeAnalysis.resources.dll","42288","0.04","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"167","502","251","ko/Microsoft.CodeAnalysis.resources.dll","42288","0.04","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"168","504","252","pl/Microsoft.CodeAnalysis.resources.dll","42288","0.04","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"169","498","249","it/Microsoft.CodeAnalysis.resources.dll","42256","0.04","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"170","492","246","de/Microsoft.CodeAnalysis.resources.dll","42248","0.04","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"171","494","247","es/Microsoft.CodeAnalysis.resources.dll","41736","0.04","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"172","560","280","ru/System.ServiceModel.Http.resources.dll","41504","0.04","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"173","506","253","pt-BR/Microsoft.CodeAnalysis.resources.dll","41272","0.039","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"174","510","255","tr/Microsoft.CodeAnalysis.resources.dll","41264","0.039","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"175","490","245","cs/Microsoft.CodeAnalysis.resources.dll","40752","0.039","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"176","8","4","Microsoft.Extensions.Diagnostics.Abstractions.dll","39720","0.038","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"177","460","230","System.Security.Cryptography.ProtectedData.dll","39720","0.038","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"178","586","293","ru/System.ServiceModel.NetFramingBase.resources.dll","38944","0.037","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"179","46","23","System.ComponentModel.EventBasedAsync.dll","38696","0.037","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"180","514","257","zh-Hant/Microsoft.CodeAnalysis.resources.dll","38672","0.037","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"181","4","2","Microsoft.Extensions.Configuration.Abstractions.dll","38184","0.036","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"182","512","256","zh-Hans/Microsoft.CodeAnalysis.resources.dll","38160","0.036","ROSLYN","REMOVE","Roslyn compiler payload or satellite resource.","No Add-Type/Roslyn path; PS1->typed IL/RyuJIT smoke stays green."
"183","234","117","System.Runtime.InteropServices.JavaScript.dll","37672","0.036","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"184","278","139","System.Security.Principal.Windows.dll","37672","0.036","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"185","552","276","ja/System.ServiceModel.Http.resources.dll","37440","0.036","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"186","178","89","System.Net.WebProxy.dll","36176","0.035","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"187","578","289","ja/System.ServiceModel.NetFramingBase.resources.dll","34888","0.033","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"188","554","277","ko/System.ServiceModel.Http.resources.dll","34888","0.033","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"189","556","278","pl/System.ServiceModel.Http.resources.dll","34888","0.033","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"190","544","272","de/System.ServiceModel.Http.resources.dll","34848","0.033","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"191","548","274","fr/System.ServiceModel.Http.resources.dll","34848","0.033","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"192","482","241","System.ServiceProcess.ServiceController.dll","34640","0.033","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"193","550","275","it/System.ServiceModel.Http.resources.dll","34376","0.033","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"194","546","273","es/System.ServiceModel.Http.resources.dll","33864","0.032","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"195","558","279","pt-BR/System.ServiceModel.Http.resources.dll","33864","0.032","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"196","542","271","cs/System.ServiceModel.Http.resources.dll","33856","0.032","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"197","26","13","Microsoft.Win32.Registry.dll","33576","0.032","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"198","216","108","System.Reflection.TypeExtensions.dll","33576","0.032","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"199","302","151","System.Threading.AccessControl.dll","33576","0.032","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"200","562","281","tr/System.ServiceModel.Http.resources.dll","33352","0.032","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"201","580","290","ko/System.ServiceModel.NetFramingBase.resources.dll","32840","0.031","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"202","570","285","de/System.ServiceModel.NetFramingBase.resources.dll","32832","0.031","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"203","110","55","System.IO.FileSystem.AccessControl.dll","32552","0.031","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"204","452","226","System.Net.Http.WinHttpHandler.dll","32552","0.031","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"205","582","291","pl/System.ServiceModel.NetFramingBase.resources.dll","32328","0.031","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"206","572","286","es/System.ServiceModel.NetFramingBase.resources.dll","32288","0.031","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"207","574","287","fr/System.ServiceModel.NetFramingBase.resources.dll","32288","0.031","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"208","576","288","it/System.ServiceModel.NetFramingBase.resources.dll","32280","0.031","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"209","584","292","pt-BR/System.ServiceModel.NetFramingBase.resources.dll","31816","0.03","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"210","568","284","cs/System.ServiceModel.NetFramingBase.resources.dll","31264","0.03","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"211","588","294","tr/System.ServiceModel.NetFramingBase.resources.dll","31264","0.03","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"212","564","282","zh-Hans/System.ServiceModel.Http.resources.dll","31264","0.03","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"213","566","283","zh-Hant/System.ServiceModel.Http.resources.dll","30752","0.029","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"214","366","183","Mono.Android.Runtime.dll","30520","0.029","ANDROID_PLATFORM","ANDROID_PLATFORM","Android framework binding/interop substrate.","Boot, lifecycle, Binder, Surface, IME, and recovery receipts."
"215","76","38","System.Diagnostics.StackTrace.dll","29992","0.029","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"216","250","125","System.Runtime.Serialization.Primitives.dll","29480","0.028","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"217","592","296","zh-Hant/System.ServiceModel.NetFramingBase.resources.dll","29256","0.028","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"218","590","295","zh-Hans/System.ServiceModel.NetFramingBase.resources.dll","28704","0.027","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"219","488","244","System.Windows.Extensions.dll","28456","0.027","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"220","402","201","Microsoft.PowerShell.MarkdownRender.dll","28096","0.027","PWSH_AUXILIARY","REMOVE_OR_OPTIONAL","Help/markdown/schema convenience cargo.","Core help, formatting, and console receipts without it."
"221","410","205","Microsoft.Win32.SystemEvents.dll","26920","0.026","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"222","64","32","System.Data.dll","25424","0.024","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"223","10","5","Microsoft.Extensions.FileProviders.Abstractions.dll","25384","0.024","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"224","478","239","System.ServiceModel.dll","25160","0.024","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"225","378","189","JsonPointer.Net.dll","25088","0.024","PWSH_AUXILIARY","REMOVE_OR_OPTIONAL","Help/markdown/schema convenience cargo.","Core help, formatting, and console receipts without it."
"226","126","63","System.IO.Pipes.AccessControl.dll","24400","0.023","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"227","612","306","ru/System.ServiceModel.NetTcp.resources.dll","23584","0.022","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"228","58","29","System.Core.dll","23336","0.022","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"229","352","176","System.Xml.dll","23336","0.022","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"230","392","196","Microsoft.Extensions.ObjectPool.dll","22352","0.021","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"231","604","302","ja/System.ServiceModel.NetTcp.resources.dll","22088","0.021","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"232","408","204","Microsoft.Win32.Registry.AccessControl.dll","21800","0.021","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"233","338","169","System.Xml.ReaderWriter.dll","21800","0.021","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"234","600","300","fr/System.ServiceModel.NetTcp.resources.dll","21064","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"235","602","301","it/System.ServiceModel.NetTcp.resources.dll","21064","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"236","608","304","pl/System.ServiceModel.NetTcp.resources.dll","21064","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"237","596","298","de/System.ServiceModel.NetTcp.resources.dll","21056","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"238","664","332","ru/System.Web.Services.Description.resources.dll","21048","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"239","606","303","ko/System.ServiceModel.NetTcp.resources.dll","21024","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"240","614","307","tr/System.ServiceModel.NetTcp.resources.dll","21024","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"241","610","305","pt-BR/System.ServiceModel.NetTcp.resources.dll","20552","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"242","656","328","ja/System.Web.Services.Description.resources.dll","20536","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"243","594","297","cs/System.ServiceModel.NetTcp.resources.dll","20512","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"244","598","299","es/System.ServiceModel.NetTcp.resources.dll","20512","0.02","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"245","386","193","Microsoft.Bcl.AsyncInterfaces.dll","20304","0.019","THIRD_PARTY_OR_APP","UNPROVEN","Not yet assigned to a lawful Android capability.","Identify owner and execute isolated removal receipt."
"246","88","44","System.Drawing.dll","20264","0.019","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"247","648","324","de/System.Web.Services.Description.resources.dll","20024","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"248","658","329","ko/System.Web.Services.Description.resources.dll","20024","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"249","618","309","zh-Hant/System.ServiceModel.NetTcp.resources.dll","20000","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"250","652","326","fr/System.Web.Services.Description.resources.dll","19528","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"251","616","308","zh-Hans/System.ServiceModel.NetTcp.resources.dll","19528","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"252","646","323","cs/System.Web.Services.Description.resources.dll","19512","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"253","650","325","es/System.Web.Services.Description.resources.dll","19512","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"254","654","327","it/System.Web.Services.Description.resources.dll","19512","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"255","660","330","pl/System.Web.Services.Description.resources.dll","19512","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"256","662","331","pt-BR/System.Web.Services.Description.resources.dll","19512","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"257","666","333","tr/System.Web.Services.Description.resources.dll","19512","0.019","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"258","54","27","System.Configuration.dll","19240","0.018","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"259","228","114","System.Runtime.CompilerServices.VisualC.dll","19240","0.018","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"260","668","334","zh-Hans/System.Web.Services.Description.resources.dll","19016","0.018","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"261","670","335","zh-Hant/System.Web.Services.Description.resources.dll","19016","0.018","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"262","240","120","System.Runtime.Intrinsics.dll","18768","0.018","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"263","284","142","System.Security.dll","18216","0.017","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"264","230","115","System.Runtime.Extensions.dll","17704","0.017","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"265","350","175","System.Xml.XmlSerializer.dll","17704","0.017","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"266","22","11","Microsoft.VisualBasic.dll","17232","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"267","184","92","System.Net.dll","17232","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"268","52","26","System.ComponentModel.dll","17192","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"269","254","127","System.Runtime.Serialization.dll","17192","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"270","262","131","System.Security.Cryptography.Algorithms.dll","17192","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"271","274","137","System.Security.Cryptography.X509Certificates.dll","17192","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"272","344","172","System.Xml.XPath.XDocument.dll","17192","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"273","476","238","System.ServiceModel.Security.dll","16928","0.016","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"274","372","186","AndroidSMA.dll","16896","0.016","APP_BOOT","REPLACE_BOOT_ARTIFACT","Current C# Activity/recovery application assembly.","New entry artifact boots identical recovery and PROFILE flow."
"275","44","22","System.ComponentModel.DataAnnotations.dll","16720","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"276","252","126","System.Runtime.Serialization.Xml.dll","16720","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"277","286","143","System.ServiceModel.Web.dll","16680","0.016","NON_ANDROID_CARGO","REMOVE_CANDIDATE","Windows/enterprise/desktop capability not admitted to Android core.","Reference proof plus isolated omission smoke."
"278","314","157","System.Threading.Tasks.dll","16680","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"279","326","163","System.Transactions.dll","16680","0.016","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"280","66","33","System.Diagnostics.Contracts.dll","16208","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
"281","266","133","System.Security.Cryptography.Csp.dll","16208","0.015","BCL","UNPROVEN_BCL","Framework assembly; keep only with explicit reference/capability evidence.","Static reference closure plus boot/runspace/console/integration smoke."
